"Average Groups Contribution to dissimilarity","Porous Contaminated x Karst-Porous","Porous Contaminated x Mine","Porous Contaminated x Subsurface saline","Porous Contaminated x Porous","Porous Contaminated x Geyser","Karst-Porous x Mine","Karst-Porous x Subsurface saline","Karst-Porous x Porous","Karst-Porous x Geyser","Mine x Subsurface saline","Mine x Porous","Mine x Geyser","Subsurface saline x Porous","Subsurface saline x Geyser","Porous x Geyser"
"Myxococcus",0.000455470798827225,0.000268364208912352,0.000226254734972093,0.000253228250620763,0.000498288672158996,0.000421656911084357,0.000446828469930199,0.000417289963036889,0.00071755122517885,0.000178546930441058,0.000202547478095374,0.000476650320739602,0.000152948196944205,0.000425610600123007,0.000466124881939212
"Nakamurella",0.000159556296215162,0.000125873062709164,5.23285774724227e-05,5.44282973497967e-05,0.00010024337786937,0.000116035707482732,0.000151361245986461,0.000168837258867441,0.000200075445764128,0.000119516083007189,0.000130443604478874,0.000164858735093436,4.62747265579742e-05,9.94400581792679e-05,9.08540617926642e-05
"Natranaerobius",1.83708021623605e-05,1.75323894008091e-05,1.86575164965711e-05,2.03656999334136e-05,1.84221905263426e-05,8.61632801627258e-06,1.57298224427966e-05,1.66414842397415e-05,6.55577969930153e-06,1.485088595515e-05,1.65034180093104e-05,8.20332600619161e-06,1.75233365568222e-05,1.56745982502225e-05,1.64708204330634e-05
"Natrialba",1.23532947323242e-05,1.61641033673854e-05,8.84450402526682e-06,9.55138909838269e-06,1.29727014493861e-05,1.67682734297432e-05,1.00691729837881e-05,1.08973857154235e-05,1.43155321903785e-05,1.4088185719192e-05,1.4552148271484e-05,1.60970142988115e-05,5.06024793197216e-06,9.57255247991302e-06,9.8587352370213e-06
"Natrinema",3.53631569675604e-05,2.22731234031834e-05,2.05001779619464e-05,2.08812099845712e-05,3.29072660840516e-05,2.70362697778769e-05,3.6436320366263e-05,3.01682410927756e-05,4.45866404433682e-05,1.49901163809309e-05,1.28955118677472e-05,2.96102177313786e-05,1.14156195934234e-05,2.05652788366826e-05,2.65373407237791e-05
"Natronobacterium",1.3122035741038e-05,1.08515366576983e-05,1.30882985432491e-05,1.00675789243195e-05,1.28328161871544e-05,7.40609325365295e-06,9.20173725294146e-06,8.98698228064727e-06,1.22737576634238e-05,7.56177522990971e-06,5.77022234977822e-06,1.00066446002247e-05,9.01640308317919e-06,1.19347775290853e-05,7.3116704710342e-06
"Natronococcus",2.02049012542547e-05,1.59410327878183e-05,1.19747645736501e-05,1.36897589994636e-05,1.99096124554545e-05,2.04558508958634e-05,1.88330021390523e-05,2.0764143820415e-05,2.65364780268059e-05,1.23816171979204e-05,1.33519972211252e-05,1.96923548304035e-05,9.15809816228714e-06,1.61589530848665e-05,1.55795543847717e-05
"Natronolimnobius",2.80416109778348e-05,2.10769636933767e-05,1.61414939308805e-05,1.89133462118195e-05,2.62826305054836e-05,2.30175895100335e-05,2.57242065488132e-05,2.82893445400074e-05,3.45280128460949e-05,1.71464870399798e-05,1.91116397513931e-05,2.78075598801812e-05,1.05545970098017e-05,1.86189720773967e-05,1.9589986121398e-05
"Natronomonas",2.02265570831554e-05,2.16607183712857e-05,1.19610653812135e-05,1.59373163709026e-05,1.94201230200121e-05,1.98093145431417e-05,1.92322297772433e-05,1.6806611488091e-05,2.56063969889286e-05,2.08696408262455e-05,1.85931987346942e-05,2.67314463669375e-05,1.3800618405597e-05,1.34075014808141e-05,2.12548116210823e-05
"Nautilia",2.30324614780408e-05,2.43968222337194e-05,2.16909611919077e-05,2.60154563525665e-05,2.4354201851698e-05,8.9414457906996e-06,1.17359453195322e-05,1.97588236099774e-05,1.2690334470094e-05,1.12775087691075e-05,2.00901758274676e-05,9.49258163272084e-06,1.86386624550695e-05,1.32365202564347e-05,2.00699997153159e-05
"Ndongobacter",8.41325343462375e-06,1.29858224832738e-05,9.08615660766251e-06,5.52620835293124e-06,5.59692704660462e-06,1.34066712556187e-05,1.06751289347923e-05,6.795252472342e-06,6.77164122218961e-06,1.50615377696136e-05,1.17085724009718e-05,1.15186727642563e-05,8.09064349462741e-06,8.52419429963072e-06,2.702011358381e-06
"Negativicoccus",4.38682325962595e-05,8.64336856625704e-05,0.000254191195495228,4.51437547156036e-05,4.27864070556224e-05,7.48216985470957e-05,0.000245714013278564,8.62576080510599e-06,1.50388933989693e-05,0.000277293685058675,7.56816310538198e-05,7.62778911326473e-05,0.000247410772921107,0.000244691733008464,1.64758897391851e-05
"Neisseria",0.0002130954506112,0.000925169275401104,0.000221900587138833,0.000169431309780054,0.000192083975446441,0.000946877060155827,0.000218930175084815,0.000155449086643646,0.000159092318577534,0.000884525564068707,0.000921729994509316,0.000985440824819072,0.00013974510155698,0.000202725214460415,0.000127948707065732
"Neoasaia",2.29597969859045e-05,1.26798782047117e-05,1.22671617308053e-05,1.35707884038681e-05,1.61618564069809e-05,1.81500311963788e-05,1.91295464564268e-05,2.44104530154867e-05,2.6363040512249e-05,6.89291695543415e-06,1.44872588979542e-05,1.79547943258515e-05,1.347391762341e-05,1.68490487145163e-05,1.47755751399302e-05
"Neomicrococcus",7.28833401313937e-06,7.08901793317111e-06,5.78346060816639e-06,8.28007190310225e-06,7.19753022015872e-06,6.50043136090687e-06,5.29404396550675e-06,7.88319518239309e-06,7.00235492138187e-06,5.51157731802131e-06,7.54553582780705e-06,6.95854860283566e-06,6.80205874333275e-06,4.79976251899507e-06,7.47071749258717e-06
"Neorhizobium",0.00026422297073494,0.00041695944942428,0.00102450276742992,0.000190642374801646,0.000241419785938499,0.000375503284757159,0.000987300713340545,0.000227325584163966,0.000335217052563303,0.00108992068508434,0.00040381573157273,0.000468060851252414,0.000974796190356396,0.00110386236546841,0.000239193241946391
"Neorickettsia",8.5602884839021e-06,8.42907800103549e-06,2.3144503898875e-05,8.11927371107687e-06,7.46696156506209e-06,4.34506065607974e-06,2.40405291285589e-05,5.16672103718473e-06,4.18927380275611e-06,2.61164885612951e-05,2.29358939431824e-06,1.29496282381342e-06,2.48215766371921e-05,2.49325607175774e-05,2.94107080622495e-06
"Neptuniibacter",1.40739375560991e-06,1.4727506358116e-06,1.15066191108368e-06,1.37123193018983e-06,1.31498268345008e-06,7.62337021715075e-07,9.44198325984007e-07,8.85538372728249e-07,8.02796664078487e-07,7.97273652267381e-07,3.88743965138685e-07,2.82733135809499e-07,7.87380791272375e-07,6.69594082135525e-07,5.30110533043435e-07
"Niabella",4.3025410823387e-05,3.74639480415171e-05,4.33734463468265e-05,0.000181598716477303,5.83589172613194e-05,3.36878122352918e-05,3.69341695205118e-05,0.000179743351181953,5.620830450124e-05,3.41323466322056e-05,0.000192694429032986,3.52037152289734e-05,0.00017908492798918,5.54946937054568e-05,0.000191864533037966
"Niastella",5.09345836271642e-05,3.44123190196368e-05,3.85012974412698e-05,0.000219471162349431,6.57522315782743e-05,4.466251094616e-05,4.52218633010256e-05,0.00021313452657895,7.47126581498996e-05,2.7954602084479e-05,0.000226835875203894,5.20533985452002e-05,0.000218649596148697,6.13053021877923e-05,0.000229441834661237
"Nioella",8.27328293892557e-06,1.47684431094147e-05,7.49877484979202e-05,1.1083730956061e-05,9.4153621493986e-06,1.5081783297954e-05,7.16009138804635e-05,1.19360241285415e-05,1.00327269053854e-05,6.95027486677404e-05,1.6762898738085e-05,1.57711148936605e-05,7.16261549832095e-05,7.1280147008399e-05,1.23310478953574e-05
"Nisaea",2.99345738442155e-05,1.66928359352113e-05,1.86138918644139e-05,3.82538276791343e-05,2.05453843396957e-05,2.81830086750387e-05,2.53890176928064e-05,3.64955446053689e-05,3.41775009587042e-05,1.55862911686988e-05,3.66803545845666e-05,1.90766317592146e-05,3.33292572395709e-05,2.41383220849257e-05,4.17325899195999e-05
"Nitratifractor",1.23787600156553e-05,1.00884998676083e-05,1.55202648560718e-05,2.37046095153945e-05,1.06319668395301e-05,1.04776663631146e-05,1.67567762218316e-05,2.41820262276875e-05,1.10501466173038e-05,1.30446836027484e-05,2.51718221853242e-05,4.68941774044668e-06,2.7677114857339e-05,1.45483807721935e-05,2.54199412834571e-05
"Nitratireductor",8.42325702631658e-05,6.13743061723278e-05,0.000332447736989522,5.84081209190259e-05,6.7735025315753e-05,7.77491433254849e-05,0.00032753036367592,8.37448817440652e-05,0.000103050691964257,0.000324796244078379,5.95891845390048e-05,7.50047041840777e-05,0.000331945921250754,0.000352644544993321,6.5905680538038e-05
"Nitratiruptor",7.77467202008985e-06,8.3682679536808e-06,1.35374185120624e-05,8.10384309762777e-06,7.55681410348826e-06,3.19019491421587e-06,1.36899761783984e-05,3.35364189765807e-06,3.36531612896575e-06,1.42659373347103e-05,9.31596875438627e-07,1.35245466819998e-06,1.40092749260247e-05,1.3464216892578e-05,1.62441657713374e-06
"Nitrobacter",0.000192461228007304,6.36735125407624e-05,9.98610825271008e-05,7.1735957153672e-05,0.000102555370173448,0.000172854248936192,0.000195016424033438,0.000174447716586547,0.000227145511928235,8.16177598064146e-05,4.78928726475916e-05,9.82079941100341e-05,9.16735756241926e-05,0.000122140413926085,0.000103039313505779
"Nitrosococcus",4.86754796337604e-05,4.55751221275866e-05,4.86725801797579e-05,3.85606331494272e-05,4.22595946190436e-05,3.12265243977252e-05,5.38249710237131e-05,3.46224672135112e-05,3.41808453872718e-05,6.07095584231837e-05,2.45837812907673e-05,2.01937084129375e-05,4.23529828049073e-05,5.05685539470663e-05,2.24672596538743e-05
"Nitrosomonas",0.000527994850676014,0.000505221672907254,0.000553507609526256,0.000494478344729606,0.000512998509487388,0.000123179487585325,0.000229415490300906,0.000133474724976161,0.000139263525077514,0.000213415204798889,7.54844784597625e-05,0.000103136727280757,0.000184693307837986,0.000207841062742888,0.000101261463658051
"Nitrosopumilus",0.000732577011358398,0.000311010547232022,0.000302521074945411,0.000535252663585842,0.000337844298593802,0.000710856747069775,0.000685367674841487,0.000714446545603906,0.000695373332064495,4.75477485168202e-05,0.000443050822978231,9.29127096162951e-05,0.000433289180149514,0.000111887076590459,0.000439408633128993
"Nitrososphaera",3.68019832563636e-05,3.37486736090355e-05,3.2559689943428e-05,4.09662802872543e-05,3.3238832187303e-05,1.94321672194343e-05,1.4636295889156e-05,2.86686206988413e-05,1.60558645636411e-05,1.40941138680581e-05,2.45678340733653e-05,1.42538379511839e-05,2.47708080155851e-05,6.93011515249698e-06,2.51573122693592e-05
"Nitrosospira",0.000138891831778232,9.89151707749604e-05,0.000116576635701654,9.82891001783454e-05,0.000111332076239071,9.43718450253794e-05,0.000114185411504762,9.5348671095157e-05,0.000108875847133256,8.74112847439351e-05,2.93509290429063e-05,4.29432722678313e-05,7.73626054280356e-05,9.56120550610745e-05,5.32509427584379e-05
"Nitrospina",3.45616704773855e-05,2.57606520031998e-05,2.98672806023422e-05,2.60302293092578e-05,3.06642500242076e-05,2.3760164503256e-05,2.82393404620213e-05,1.99137844112992e-05,2.14535788287449e-05,1.68845089754054e-05,1.01269415462937e-05,1.6372844836135e-05,1.93915130529931e-05,2.35721528892547e-05,1.20909359439823e-05
"Nitrospira",0.00233929808708755,0.00214232013067772,0.00214552646587737,0.00216058296313336,0.00222645172006773,0.000635590293100741,0.000573924509900754,0.000533715139928215,0.000698469101867935,0.000139560313305906,0.000241071689928678,0.00023793693998074,0.000223513603467094,0.000314188252201808,0.000387863368260391
"Nitrospirillum",9.80223282215572e-05,8.17144623913971e-05,5.77638890801414e-05,8.69567177228514e-05,8.11608494157656e-05,7.46712191369428e-05,8.36612870424351e-05,0.00010261004304996,0.000117257539205715,6.55082238597731e-05,8.91837843595457e-05,0.000106356932768109,7.4872426287785e-05,6.77078372875546e-05,8.99081894513131e-05
"Niveispirillum",4.63673895296974e-05,4.08191369496941e-05,3.73202088512769e-05,4.344107647935e-05,3.73187562803363e-05,4.02900721330449e-05,4.10244057593812e-05,5.22188969295339e-05,5.08470471796946e-05,3.03524728462357e-05,5.14904171266425e-05,5.29371879416282e-05,4.57031640389788e-05,4.35043666675861e-05,4.1012911951171e-05
"Nocardia",0.000504301057782947,0.000633907553049432,0.000234976667140782,0.000300076551854505,0.000471462474809529,0.000558253735330527,0.000456530769424712,0.000492959453537947,0.00073357557797471,0.000616102857635236,0.000610621400275754,0.000782621386936387,0.000220309810439971,0.000436797993759914,0.000465362312130873
"Nocardioides",0.000648330049083492,0.00102337908929146,0.000390164992027743,0.000508561932780381,0.000643740102038868,0.000865713103505977,0.000644549834647361,0.000702615956359783,0.000874254153411575,0.00106013368703703,0.00104744393962335,0.00112077071986196,0.000328753367851169,0.000453939594981487,0.000550669988732339
"Nocardiopsis",0.000136733922592892,0.000123876211150251,6.4557555351503e-05,7.48898005186635e-05,0.000126003191600728,0.000127538928782833,0.000122952970991436,0.000146791961471776,0.00019644823830594,0.000111242267806401,0.000125225673707848,0.000173603980142073,5.90215362128233e-05,0.000118470373473382,0.000112637586280468
"Nodularia",1.42273121370105e-05,1.59962747214859e-05,1.55062498776398e-05,2.14007757769775e-05,1.38249644738693e-05,1.18470617556134e-05,1.17689549095096e-05,1.8376746255042e-05,8.67355148803938e-06,1.39359524798243e-05,1.98402011701571e-05,1.13839723694579e-05,2.00147278570125e-05,1.13464785786387e-05,1.81078327397037e-05
"Nonlabens",5.71755413395559e-05,5.98932365705772e-05,0.000104850238238075,0.000151618899650912,5.46970825239433e-05,2.59339068223111e-05,0.000109440102968841,0.000156262504065864,3.13214105020343e-05,0.000120139867581754,0.000164473695590541,2.84592401512944e-05,0.000147037887364898,0.000106173636817545,0.00015327400333483
"Nonomuraea",0.000156275949563313,0.00016311451733043,5.66424594431981e-05,6.86477957804027e-05,0.000128740164391697,0.000198677553061527,0.00016462514852834,0.000166833625704768,0.000221683068978558,0.000147122898904629,0.00016208424701989,0.0001972790685748,4.85805979290979e-05,0.000112085894793804,0.000117149175598268
"Nostoc",0.000225085238455614,0.000903698064933569,0.000213120165458655,0.000229429956574075,0.000213050472610943,0.000887420187154966,0.000155751419090965,0.000174609071656271,0.000126695525831595,0.000870176005770936,0.000883146205569479,0.000878843157147684,0.000159924381522697,0.000137467651742294,0.000162447334907909
"Novibacillus",1.89702088207044e-05,4.05160342870379e-05,1.76786118640214e-05,1.87898390068534e-05,1.84545257490805e-05,3.61434963325199e-05,7.67359111108799e-06,9.33011867986917e-06,8.2899563324222e-06,3.50933359084599e-05,3.54293293335234e-05,3.45035770466121e-05,7.09440846633052e-06,5.19468494837875e-06,7.07516519520876e-06
"Novosphingobium",0.00076875690790895,0.000673392962237865,0.000486747946432017,0.000654404845920175,0.000532097336388381,0.000488979636079992,0.000622530868758538,0.000778325108033591,0.000750072715828171,0.000493414850656353,0.000709141420872689,0.000653518782058509,0.000526232383249273,0.000394583541321005,0.000555562683286319
"Obesumbacterium",5.2364075792422e-06,4.73911110809526e-06,4.78054623376488e-06,5.99808483642159e-06,4.6782225973845e-06,4.62997550207275e-06,4.99652202017755e-06,6.05621050242529e-06,4.84268645255372e-06,4.61657321803006e-06,5.21810667728284e-06,3.85093161795443e-06,5.88196065045857e-06,4.54762920689165e-06,5.51322479209395e-06
"Oblitimonas",2.79257463804797e-05,0.000105064867994782,2.84125231469974e-05,3.37110922237524e-05,2.46421649436736e-05,0.000103173967949663,3.08422851441659e-05,3.91184611243405e-05,1.66911406462932e-05,0.000105459119166191,0.000108436984641472,0.000100047724919002,3.23044835148391e-05,2.59261119826312e-05,3.61593359589197e-05
"Oceanicaulis",5.67718940429723e-05,3.62065943903803e-05,5.50036864067277e-05,3.52428558461872e-05,4.37000976255821e-05,5.314674930299e-05,6.56614745881894e-05,4.98733822165947e-05,7.1037731848396e-05,5.2934127907815e-05,3.190875843516e-05,4.58505026085425e-05,4.96290676074425e-05,6.26400437029841e-05,4.71022912894781e-05
"Oceanicoccus",1.15176380962347e-05,1.11234824790122e-05,1.79060419528616e-05,9.19666299155808e-06,8.57439955337161e-06,1.06642945020049e-05,2.04578233038856e-05,9.66409163239236e-06,8.30829392878762e-06,1.97508421561025e-05,9.25205086916955e-06,8.31112107984589e-06,1.88045049176895e-05,1.95328237539932e-05,6.20845318355049e-06
"Oceanimonas",1.9998261768357e-05,1.67404667681546e-05,2.5237669968379e-05,2.3857729855152e-05,1.89750013753775e-05,1.85590993456471e-05,2.59354060596072e-05,2.3646314624719e-05,2.13841166544982e-05,2.57454685707742e-05,2.41072034204018e-05,1.57882187340506e-05,2.10979619964822e-05,3.29405059639505e-05,2.98481029517306e-05
"Oceanisphaera",1.59157504321525e-05,1.72058590845577e-05,1.27680341964444e-05,1.47457238560327e-05,1.40643480329528e-05,8.35489718193327e-06,1.47149195505521e-05,1.03867103080474e-05,1.01949356761647e-05,1.75665000630405e-05,7.05492379969419e-06,8.07612843477973e-06,1.21640936827936e-05,1.17633752888917e-05,8.42263378920111e-06
"Oceanithermus",4.36107450000758e-05,2.30732862844257e-05,2.31572796480557e-05,2.73568293531651e-05,3.68399022323437e-05,3.86867505278932e-05,4.32249435122177e-05,4.75938712804222e-05,5.44563789288736e-05,1.31062240719328e-05,2.05510002392188e-05,3.1825513190343e-05,1.66943961045961e-05,2.66833743441796e-05,2.78562932815387e-05
"Oceanobacillus",7.31961092924277e-05,6.96820206881014e-05,0.000104686395452041,7.89523905606787e-05,7.38888757026487e-05,2.7048958277541e-05,0.00010943728254003,6.27223767176968e-05,1.91924515407754e-05,0.000103858681731227,5.88443522992785e-05,2.20265182001298e-05,9.581704560396e-05,0.000111676665916876,6.09387613113296e-05
"Oceanospirillum",7.34339508260018e-06,8.01941107121582e-06,7.54856119533852e-06,7.05212895697412e-06,6.87484132788384e-06,4.05340679922863e-06,8.1418108385663e-06,4.9035822371148e-06,4.66024529727457e-06,9.91801108757117e-06,3.62903094471246e-06,3.46893079149061e-06,7.68751644816566e-06,7.62040040162819e-06,4.23653400153854e-06
"Ochrobactrum",6.38556236431398e-05,0.000198672567908359,0.000154731930401146,4.3272337783879e-05,5.50691793423027e-05,0.000186427144102651,0.00015481918452388,6.76427755860499e-05,8.02458590426385e-05,0.000241468310100661,0.000206108745436197,0.000207093335137878,0.000159423359233013,0.000170811756129011,3.87602631710103e-05
"Octadecabacter",2.95766274789088e-05,2.4131139837225e-05,0.000299806922916159,2.65637694157579e-05,2.93105413394399e-05,2.5634070099346e-05,0.000305245606121178,2.43853275244154e-05,2.99922928682059e-05,0.000301441880670647,2.05029937260708e-05,2.44462053444665e-05,0.000314530229673491,0.000298185321357125,2.74707778026221e-05
"Odoribacter",2.40070743076713e-05,2.18072723645941e-05,2.20508788250198e-05,0.000300681006356998,2.03810679422894e-05,1.89264212351472e-05,2.27689529372708e-05,0.000303728771642265,1.68087947754424e-05,2.08352092532287e-05,0.000306942721882139,1.07274806971004e-05,0.000299980863637333,1.92232689389106e-05,0.000305881387735525
"Oenococcus",1.771311803216e-05,4.28581762569673e-05,1.9162783036012e-05,1.7013127462699e-05,1.68796075607281e-05,4.07241938946085e-05,1.81464092463585e-05,8.95611470972519e-06,7.46770522794477e-06,4.32665346200256e-05,4.01756049707891e-05,3.91465103437978e-05,1.7413223876292e-05,1.79106771149213e-05,5.39659117771127e-06
"Oleibacter",5.73781650157809e-07,5.60253796195704e-07,1.35750066884531e-06,7.38397240054091e-07,7.01865903320463e-07,2.10722455628463e-07,1.3911119511935e-06,4.94105192952916e-07,5.54457400420477e-07,1.54233410460904e-06,3.88743965138685e-07,5.69792901686486e-07,1.3497266915707e-06,1.21256719221859e-06,6.97511841168622e-07
"Oleiphilus",1.38093337629895e-05,1.52749592283439e-05,1.50195173886273e-05,2.66567123467325e-05,1.31884486706331e-05,8.05155891049875e-06,1.56807753150206e-05,2.83339280736437e-05,8.60521819739899e-06,2.00105052271503e-05,3.27578129296755e-05,7.22321776845904e-06,2.41319239490842e-05,1.52167056579777e-05,2.79993981696602e-05
"Oleispira",1.77327038154128e-05,4.11611899292023e-05,2.08644349830655e-05,3.92547365144638e-05,1.63284562009939e-05,3.78873038665999e-05,1.663819055023e-05,4.03599250515278e-05,7.30734788086002e-06,4.00252329251329e-05,4.96039830505718e-05,3.71882916214294e-05,4.01608820698734e-05,1.48434265188706e-05,3.9437746540108e-05
"Oligella",6.00986387267475e-06,6.0175597685698e-06,5.00604858445723e-06,5.62651041605939e-06,5.6140129673741e-06,3.61681426750446e-06,3.98595312612768e-06,3.83273340250482e-06,3.57284976118073e-06,3.51045719317017e-06,2.38505025626868e-06,2.13964616370649e-06,3.12232698433886e-06,3.21047350111933e-06,2.6102492903098e-06
"Oligotropha",0.000104315586475477,4.96229938826169e-05,5.70454677140246e-05,4.18880151586451e-05,5.65153717283628e-05,8.8943510899437e-05,0.000103152207767558,0.000109049282245661,0.000122961393658385,5.69087871395744e-05,4.9200786608684e-05,6.87186531302041e-05,5.92859285557351e-05,7.2267759358105e-05,4.71289354100419e-05
"Olleya",3.5482061614463e-05,0.000151884939521333,8.41014933567215e-05,5.41915448139164e-05,3.23167158962716e-05,0.000161237958454637,9.38390541851533e-05,5.78404930138183e-05,2.10027144673462e-05,0.000139694768185904,0.000143740909893282,0.000157858252175568,8.18494364209991e-05,8.87834256031128e-05,5.37028990686341e-05
"Olsenella",6.18861930123359e-05,5.78766981397749e-05,4.09787547272027e-05,4.00011680040941e-05,5.48931444144355e-05,5.49569458102342e-05,5.12278585712591e-05,6.53934741471847e-05,7.89897819940695e-05,4.54705591907438e-05,6.23390398167335e-05,7.68215134847172e-05,3.5416497172281e-05,5.55332547982765e-05,4.19633035221571e-05
"Opitutus",0.00130357127292873,0.000947257839568327,0.000947232794769586,0.00253435644707373,0.00106201180345687,0.000714857040624887,0.000711093424874717,0.00238770058832414,0.000756443863209777,3.49250919062445e-05,0.0020442921481965,0.000231058363094294,0.00204631069689083,0.000233569331532217,0.00214055704224166
"Oribacterium",3.24285335814668e-05,3.25676534412263e-05,6.14021159363207e-05,5.36399273953276e-05,3.11573553338707e-05,1.33718145704234e-05,5.91660097734125e-05,4.80857685167606e-05,1.34264482329591e-05,6.3034676191576e-05,4.91768577777175e-05,8.09468004026839e-06,6.26722024354557e-05,6.07330395066038e-05,4.83095598650937e-05
"Orientia",1.52573504052603e-05,2.31944484855372e-05,1.79951916514493e-05,1.6206593077647e-05,1.5080741413357e-05,1.84290418529862e-05,1.48958583123823e-05,5.63311304871442e-06,4.71942484365454e-06,2.27456208824328e-05,1.76016003653235e-05,1.7879333386178e-05,1.58287327331653e-05,1.50953709796768e-05,4.20685319138398e-06
"Ornithinimicrobium",7.13683802208144e-05,8.74626080243047e-05,4.15400138658704e-05,4.76000308175795e-05,6.16211734673977e-05,7.13126942855472e-05,5.44063181888751e-05,5.98838048280136e-05,7.01253811947203e-05,6.9164178716781e-05,7.71847052997844e-05,8.2381064933821e-05,2.18499734823591e-05,3.83213594558013e-05,3.88888043401767e-05
"Ornithobacterium",7.55023332438398e-06,3.5742453294318e-05,2.27118119733565e-05,2.24960820975557e-05,7.19105814651779e-06,3.61582806207773e-05,2.46096734388543e-05,2.33934321516631e-05,4.30692546643314e-06,3.9206453710818e-05,3.95091270743123e-05,3.61271230352477e-05,2.7639285156266e-05,2.44636185938301e-05,2.30090382279358e-05
"Orrella",6.98845759832363e-05,4.74109948103736e-05,4.80609336444762e-05,4.45690233879688e-05,5.870531897621e-05,6.13545911536674e-05,6.09781957092121e-05,7.6886517479236e-05,8.86072675674037e-05,4.4083313760191e-05,5.12846340038017e-05,6.68839606846346e-05,5.21057689698598e-05,6.60794554108379e-05,4.96350600767018e-05
"Oscillatoria",5.34113681968765e-05,6.19799368253803e-05,4.7184380877429e-05,4.56597765422037e-05,4.73604848049511e-05,5.62028653729706e-05,3.46052784443875e-05,4.19565353591685e-05,3.28964344342582e-05,5.24507909276937e-05,4.86546427260807e-05,5.27777436707962e-05,3.27044950939904e-05,2.65950214789216e-05,3.4051274347295e-05
"Oscillibacter",4.98514438899976e-05,4.92120527989712e-05,4.69991364035724e-05,0.000107518391543795,4.62373770241555e-05,3.74564156283828e-05,3.35584504448224e-05,9.89731586580796e-05,4.00264318921777e-05,3.5318512207261e-05,0.000101795732046603,3.13510630976534e-05,9.76246517912054e-05,3.33334693492013e-05,0.000102245662460185
"Ottowia",0.000123716002782025,0.000121598331581348,0.000249595090224229,0.000166644542227102,0.000121925303617624,6.76387898240214e-05,0.000220837888232406,0.000119765101600199,0.000113054755711389,0.000216708390409995,0.000104817333998911,0.000123569644589418,0.000251171022655016,0.000240064939342209,0.000164934064307518
"Owenweeksia",1.20346189293907e-05,1.39531516136961e-05,2.23498075070334e-05,3.80612702261651e-05,1.19376788868654e-05,9.13635649255914e-06,2.29584518663645e-05,4.19575250080722e-05,7.87929108719414e-06,2.34546244813984e-05,4.25748243995665e-05,1.03675949004774e-05,3.86597412278259e-05,2.20041543515435e-05,3.98034286625102e-05
"Oxalobacter",1.51105818294572e-05,1.69511199944716e-05,2.4409201602994e-05,1.31370460663549e-05,1.48701428934369e-05,1.44592132536115e-05,2.2713454460955e-05,1.056396700722e-05,1.12749067779085e-05,2.53688509700817e-05,1.36940902074888e-05,1.2942698063281e-05,1.95686935556672e-05,2.27119650718599e-05,9.83850852243996e-06
"Paenalcaligenes",6.03254135413696e-06,5.82775665038417e-06,4.96084579448384e-06,1.71065790625503e-05,4.77844451525845e-06,4.1204656819704e-06,5.26338197100716e-06,1.74427984092795e-05,4.31234747277683e-06,5.03001842363332e-06,1.74837112903812e-05,2.88511244344231e-06,1.65581358593026e-05,3.72808211740342e-06,1.63026776807464e-05
"Paenarthrobacter",6.78318265718176e-06,8.46288839550248e-06,3.76918118822791e-06,3.75540322852526e-06,4.0353811821295e-06,9.89634864767165e-06,5.87668049044581e-06,7.02256840555621e-06,7.12107667484078e-06,8.27161503820526e-06,7.66201736499043e-06,7.84973326782775e-06,3.31067863064816e-06,3.5568023336807e-06,2.79205433347647e-06
"Paenibacillus",0.000945908305453304,0.000792963465226805,0.000902361429703799,0.00118821439435563,0.00101853585415064,0.000550682603283171,0.000682798646259581,0.00102503559829838,0.000541657671192528,0.000472985154021659,0.000952967625051223,0.000584511323831501,0.000981404629838537,0.000754696838491926,0.00111307768281025
"Paeniclostridium",2.73641681339532e-05,0.000124143136024828,7.41810712370937e-05,2.98160411119961e-05,2.84328458819768e-05,0.000132328600573884,7.94093248642861e-05,1.29637738216911e-05,8.24713659300957e-06,0.000114073124580266,0.000132079006807142,0.000132448776190286,7.97571022068045e-05,8.05748788258696e-05,1.30765830529304e-05
"Paenisporosarcina",1.4679209387263e-05,1.46441346784742e-05,2.71650813399058e-05,1.42118896500614e-05,1.42716791647372e-05,3.03055934024051e-06,2.27587196317131e-05,3.44007940524303e-06,3.01169354099861e-06,2.30976567446345e-05,1.91485445571767e-06,1.26817706563383e-06,2.2582217807158e-05,2.2717425881158e-05,1.91851182030393e-06
"Pajaroellobacter",5.72050695383576e-06,4.77065716578595e-06,4.77472445683614e-06,6.16666479165724e-06,5.65737526545731e-06,4.73899283798674e-06,4.93285017612749e-06,6.43172800578513e-06,5.97608433500488e-06,3.47103786455794e-06,5.18094088754069e-06,4.41873162016728e-06,5.06639955021515e-06,4.11308720653699e-06,5.63697386989589e-06
"Palaeococcus",5.26699931830825e-06,5.77256974329244e-06,1.45471772456262e-05,5.51404283322473e-06,5.32691697096922e-06,1.42111916692427e-06,1.25654179696414e-05,1.60179157507445e-06,1.31804579562439e-06,1.25763259044773e-05,7.5573674989253e-07,6.68946660848237e-07,1.26180368366131e-05,1.23238051064939e-05,1.08779957925497e-06
"Paludibacter",0.000111067086488164,0.000121932895381971,0.00023867632597593,0.00180148971259338,0.000110090796267673,2.86214577121219e-05,0.000233907506761502,0.00181415615475092,2.91622513054604e-05,0.000246902110870148,0.00183067625865897,2.391748011259e-05,0.00180318832221251,0.000235374645744826,0.0018131096895225
