"Average Groups Contribution to dissimilarity","Porous Contaminated x Karst-Porous","Porous Contaminated x Mine","Porous Contaminated x Subsurface saline","Porous Contaminated x Porous","Porous Contaminated x Geyser","Karst-Porous x Mine","Karst-Porous x Subsurface saline","Karst-Porous x Porous","Karst-Porous x Geyser","Mine x Subsurface saline","Mine x Porous","Mine x Geyser","Subsurface saline x Porous","Subsurface saline x Geyser","Porous x Geyser"
"Dermacoccus",4.4963206588641e-05,0.00195799757989492,1.95865057054686e-05,2.05654011949784e-05,3.32064142373732e-05,0.00194409441929606,4.67593794364225e-05,5.05315153855683e-05,5.61317796672522e-05,0.00195829858536891,0.0019626274095938,0.00195471492019884,1.9206938201328e-05,3.00681357726636e-05,3.18290349782535e-05
"Dermatophilus",7.20930324057062e-06,5.10398432551396e-06,4.74682913139076e-06,1.00762756793081e-05,6.27138166384182e-06,6.33206541852294e-06,5.99651601403785e-06,1.07359502914109e-05,7.48945642221073e-06,2.92535037194617e-06,8.89707186294425e-06,4.47723017732442e-06,8.86889704239022e-06,4.6408982799624e-06,9.42710096253717e-06
"Desulfallas",7.38771659686274e-05,0.000146080456393981,8.78299542122661e-05,0.000247557606112058,6.42046275139167e-05,0.000117921380475435,6.48433585940648e-05,0.000232867179815173,2.47118817454414e-05,0.000131584000528412,0.000233885191595927,0.00011147755011834,0.000228923808198898,6.42859237152834e-05,0.000233498068748003
"Desulfarculus",6.80881646789918e-05,5.52401890866766e-05,0.000231796011233545,5.40069808591767e-05,5.85527488979238e-05,5.31420286602387e-05,0.000229042703488143,5.60192589417611e-05,5.94472199179961e-05,0.00022443615429955,3.06912569627239e-05,2.91456516868132e-05,0.000225644776412865,0.000230974987590005,3.8421412097088e-05
"Desulfatibacillum",5.53634034832119e-05,4.8286979014634e-05,9.280835347587e-05,5.05475076392705e-05,5.37596319078778e-05,3.2833158380771e-05,8.82980519740656e-05,2.70605208202455e-05,3.20281099717565e-05,7.93713807548848e-05,2.34142045424406e-05,2.81943095142564e-05,9.15146832688015e-05,9.56368730353725e-05,1.34777657995663e-05
"Desulfatitalea",5.80701703851404e-05,5.38462380816962e-05,0.000101613597236392,5.10549089436555e-05,5.39801636485213e-05,4.18179777137649e-05,9.72097752477488e-05,3.7040572541152e-05,4.38642840506713e-05,0.000107896348898947,1.35265357281004e-05,1.96524880140184e-05,0.000103337001548799,0.000108405528121536,1.79169019402735e-05
"Desulfitobacterium",0.000140043726370167,0.000283036748227429,0.000136760725331226,0.000835675916207755,0.000133606334070264,0.00021705159848178,8.44709563658552e-05,0.000821372246527916,3.95565757758561e-05,0.000235404104896406,0.000825511290502496,0.000209105494704289,0.000809957047977516,8.29039783629857e-05,0.000821582347400449
"Desulfobacca",0.000670223260051765,0.000510860889749339,0.000534443282675214,0.000506272930144664,0.000499068597057489,0.000399924477421994,0.000396637478091038,0.000394120383783457,0.000363162332822959,0.000147381866741691,3.12074866980291e-05,5.97632703674525e-05,0.000139266905792488,0.000142883725949789,5.33882180901276e-05
"Desulfobacter",0.000194242079144525,0.000186835159604857,0.000188399761906474,0.000190803232157132,0.00019021809659256,2.7452873635879e-05,3.46501476536006e-05,4.47287310691294e-05,2.56344665379539e-05,2.46810718810543e-05,3.94885357941296e-05,1.79092340635284e-05,4.18221466364359e-05,2.60688730487363e-05,4.06009347667349e-05
"Desulfobacterium",5.78276195380318e-05,5.5792070587464e-05,6.43160137946931e-05,5.56074962256403e-05,5.47187754461455e-05,2.22832612851986e-05,4.91636518658505e-05,2.90166690924599e-05,2.73495792017551e-05,4.48810321163431e-05,2.50365113890215e-05,2.27676468608361e-05,4.4982762002048e-05,4.1631221779452e-05,2.57481781753053e-05
"Desulfobacula",0.00131884377793899,0.00132354308199863,0.0013346203342198,0.0014058468992505,0.0013227135394314,2.37781786205051e-05,9.37394684318455e-05,0.000238978701606526,2.54749854050638e-05,9.16095986109225e-05,0.00023815713621425,7.61898653253529e-06,0.000244830633440111,9.09366090934e-05,0.000239435268970464
"Desulfobulbus",0.000105265579743172,9.90044865360419e-05,9.92499487752386e-05,0.00010071317599856,0.000100360590978943,2.46841598226144e-05,3.47152163789591e-05,2.76308163600618e-05,2.87484926458824e-05,2.77806663646794e-05,8.25604540525175e-06,9.94276531618529e-06,2.96905729622969e-05,2.920268532998e-05,1.12889056524689e-05
"Desulfocapsa",6.8980550112153e-05,6.58649195620135e-05,0.000105989773544911,6.63847577768637e-05,6.84059607618798e-05,1.44522977156845e-05,6.88068864025071e-05,1.40445603659997e-05,9.32199747554835e-06,6.55787695009878e-05,1.11522136444037e-05,1.15612695527612e-05,6.62753072125451e-05,6.68199184380643e-05,1.11697446522676e-05
"Desulfococcus",0.000217306248475798,0.00020662175354288,0.000341619554989152,0.000204972167993766,0.000206501988818716,9.04226754172919e-05,0.000284538667076062,0.000105131012695416,0.000106696131652479,0.000293968422375553,7.29913291362526e-05,7.56574271131097e-05,0.000275508529633604,0.000267830805815079,9.30385394932547e-05
"Desulfofarcimen",8.49443855057039e-05,0.000109102508434382,8.49447898580211e-05,0.000186837123057348,8.26244449226426e-05,7.15428876458327e-05,4.02982497172923e-05,0.000171818212241286,1.20378550745238e-05,7.33531218381152e-05,0.000169484108172664,6.83157919951238e-05,0.000169516006240109,4.07581091396998e-05,0.000170673971654404
"Desulfohalobium",2.4140919132336e-05,2.25264437272094e-05,4.31272146696309e-05,2.28970862225703e-05,2.16258552525026e-05,1.90878333030268e-05,4.20650935931745e-05,1.95571280110693e-05,1.88662841002017e-05,4.17697587904527e-05,3.89530442282951e-06,6.45756666324844e-06,4.22730246432158e-05,4.1127812439329e-05,6.33664740052804e-06
"Desulfomicrobium",0.000110213963482223,9.86764190050278e-05,0.00949399015348716,9.9981887764488e-05,0.000106032049635399,6.03263959157825e-05,0.00950637699150217,7.56756887193633e-05,8.2157409264339e-05,0.0095415170250054,4.18681488748983e-05,4.02373456957684e-05,0.00952556300593047,0.00954291923334688,6.04315575707502e-05
"Desulfomonile",6.89696996046473e-05,7.10358127194056e-05,6.96845484446704e-05,0.000137363422157606,6.85136347581958e-05,4.31194965748099e-05,3.77884733464606e-05,0.000120475447655955,3.77671048491388e-05,3.20124856983612e-05,0.000121336073764213,8.65188912943729e-06,0.000120705437591186,2.93973276371834e-05,0.00011977532861605
"Desulfosporosinus",0.00189853891265608,0.00163770199142193,0.00174425288563602,0.0190049247695185,0.00169620263838592,0.000443412442095036,0.000634515404887941,0.0186240976582899,0.000422582116725233,0.000315240556645388,0.0185934453108046,0.000153891790216286,0.0184271075809785,0.000415958893237265,0.0187054198183755
"Desulfotalea",4.54548139625612e-05,4.74997299784716e-05,4.43833845507781e-05,5.28614005399829e-05,4.47104992144103e-05,9.23960163900523e-06,1.43545801019298e-05,3.20820564880587e-05,8.49209859645513e-06,1.44175401318814e-05,3.54984661261248e-05,4.67436798779168e-06,3.09543450303163e-05,1.2001851286579e-05,3.18561184637501e-05
"Desulfotomaculum",0.000116313401942196,0.000757470007023312,0.000144276347643391,0.000215229197600594,0.000109747791898922,0.000756156118681463,0.000126020160116262,0.000191659226572823,4.08725692426655e-05,0.000743415897076846,0.000778693428560982,0.000761171532881626,0.000204119218654402,0.000132791165343066,0.00018924216273104
"Desulfovibrio",0.0010217007160218,0.000860183818057897,0.00234823075345913,0.000880167238149821,0.000945183842513437,0.00045963715063386,0.00209992886661837,0.000533197930311927,0.000615920867937904,0.00225714777693771,0.000287045838865238,0.000287606015839208,0.00214109024496022,0.00230068117482024,0.000428222771906388
"Desulfurella",1.01857916949231e-05,1.256496660692e-05,9.80713754116924e-06,1.07574656532263e-05,1.32545165003861e-05,1.25496479791134e-05,4.73130314361224e-06,4.33947690813042e-06,9.59599552357852e-06,1.26099477768938e-05,1.34712360293552e-05,1.57727137776262e-05,3.32589412484499e-06,8.51071101647433e-06,8.8901287902411e-06
"Desulfurispirillum",2.40562973307623e-05,2.13326498331204e-05,1.65834347399427e-05,1.82584119943042e-05,1.78390393290106e-05,2.1836637869638e-05,2.03431223941054e-05,1.96590558905091e-05,1.79167181964589e-05,1.79940772191727e-05,1.6961379368722e-05,1.58274779318771e-05,1.23882930264175e-05,1.15460181055298e-05,1.14998027909555e-05
"Desulfurivibrio",9.60252429385277e-05,7.43090091218774e-05,7.18927380510795e-05,7.25945333620882e-05,7.34276053588897e-05,5.87839744820053e-05,6.34283034428207e-05,5.79550298380081e-05,5.94445501054337e-05,3.34696911861881e-05,1.28483380891324e-05,1.25676855048575e-05,3.16099282517178e-05,3.3950081513585e-05,1.5498952515398e-05
"Desulfurobacterium",1.14509999893857e-05,1.15783541924723e-05,1.08346013091133e-05,1.12778835870757e-05,1.11593879064377e-05,3.79115755560347e-06,3.82521637148618e-06,3.63114995015148e-06,3.88858465337245e-06,3.63806960232658e-06,3.26695437000153e-06,3.72252859230837e-06,3.28379242180945e-06,3.00643048451311e-06,3.41287143372473e-06
"Desulfurococcus",4.06869732746306e-06,1.77998327517612e-05,3.68515697739433e-06,4.0527102349308e-06,3.91105187628276e-06,1.7856477636086e-05,2.11017493277412e-06,2.55434355639915e-06,2.38353133545682e-06,1.81596643521987e-05,1.80872417894858e-05,1.8150909798947e-05,1.90146030623617e-06,1.56797769131132e-06,2.17180448951983e-06
"Desulfuromonas",0.000194433447665549,0.000165261440852533,0.000208351128462512,0.00117829583040487,0.000192281718549437,0.000111296508087369,0.000178261289965725,0.001157782866637,0.000146545161296856,0.000179072124170562,0.00115655950520095,7.94496257900091e-05,0.00116005419084924,0.000193153132081946,0.00116760472657903
"Devosia",0.00023749371287793,0.000207988733121826,0.000257379680027861,0.000197087029741079,0.000215930318612901,0.000161523989841505,0.000240388108708961,0.000222499502084349,0.000256584344392557,0.000214200344290538,0.000175214507157886,0.000215299290550672,0.000234893339846843,0.000258706375754258,0.000170929057314381
"Devriesea",6.37464069151217e-06,4.234464800913e-06,1.63147810093141e-05,4.74042400662599e-06,6.34097413478628e-06,5.78091806077538e-06,1.73572668895769e-05,6.68750012900342e-06,7.81199664510734e-06,1.54007760027716e-05,4.22980682909938e-06,6.1690808426742e-06,1.69299128237235e-05,1.81705485743536e-05,5.01524501811801e-06
"Dialister",5.42060730176497e-05,4.36743134088256e-05,5.47814595246283e-05,6.13863089174012e-05,4.9336391078596e-05,3.78599665100564e-05,5.29968033798901e-05,6.12220204003569e-05,3.99521286902852e-05,4.14524366560243e-05,5.36625430246189e-05,2.18926831264031e-05,6.16459123986823e-05,4.60129270492303e-05,5.83334136530722e-05
"Diaphorobacter",5.56907795306793e-05,0.000111649327544699,3.94477125986813e-05,5.87269162892847e-05,3.96939185099278e-05,0.000101871802437234,3.22974250628108e-05,3.38497731514234e-05,3.51489786594072e-05,9.31020847652077e-05,0.000103084236961773,9.4511488361372e-05,3.59855586371995e-05,8.85938140173774e-06,3.92041602293978e-05
"Dichelobacter",1.24790305494825e-05,1.09878472423709e-05,1.64883144464333e-05,1.19436736525608e-05,1.10328217044354e-05,5.54835851645227e-06,1.2708221373835e-05,5.07435614870687e-06,5.69584666653358e-06,1.15904811665818e-05,3.31006611250389e-06,3.55472724592658e-06,1.20015995562259e-05,1.15095543132473e-05,3.75678894105343e-06
"Dickeya",0.000122802844297247,0.000101250442714762,0.000114144977693178,0.000107255556811983,0.00013006239842984,8.22006741438834e-05,0.000121008827439941,0.000113835679889242,0.000119130209323426,0.000107276461267493,9.35116211522202e-05,8.68000105212701e-05,8.5203551662865e-05,0.000143699869661296,0.000128323891886681
"Dictyoglomus",3.04515930218205e-05,0.000117533420945782,3.20714345403705e-05,2.87873050522533e-05,3.04391743565629e-05,0.000110428618820487,2.75756348812143e-05,2.37976503367091e-05,1.05281295350658e-05,0.000116707555469489,0.000115254347415545,0.000109949408515012,2.37499243509829e-05,2.74722561756048e-05,2.37981492141936e-05
"Dietzia",0.000156719442350896,0.000198063718831497,9.21688900240174e-05,0.000106784110985574,0.000144459843808973,0.000165170557732238,0.000142872842462733,0.000171898688367141,0.000197044531834451,0.000195092298882359,0.000218775084324164,0.000224332966923376,6.92365490981119e-05,0.000116661045359045,0.00011283976252085
"Dinoroseobacter",3.7694759131444e-05,3.83753551234502e-05,0.000423088282207554,2.81620200548146e-05,3.45887904589127e-05,4.2872866795413e-05,0.000401046484756627,4.19368672590888e-05,4.121533738766e-05,0.000411801667487729,4.01149708412381e-05,4.20070673848092e-05,0.000431029174298452,0.000417417409035161,3.48666040642526e-05
"Dokdonella",0.000100740808087199,8.35884675543643e-05,0.000100591980499627,7.65895074007273e-05,0.000108233674504496,6.06074512814275e-05,6.98224052116934e-05,7.03117840386039e-05,0.000108885226064894,6.37803239030628e-05,5.08043833841635e-05,8.99443042690808e-05,6.96167954012669e-05,0.000105048779712285,7.36560206954909e-05
"Dokdonia",2.65602005382134e-05,3.27613613512614e-05,3.96152057742327e-05,5.35256802072585e-05,2.54466395663175e-05,2.91446916146045e-05,4.13530992373594e-05,5.62550608496169e-05,1.54913923529555e-05,3.95977595844895e-05,5.36838389273061e-05,2.78859879873526e-05,5.31070780099178e-05,3.95601423939796e-05,5.4630639824703e-05
"Dolichospermum",1.04016452353306e-05,9.80314741664361e-06,1.02272396906662e-05,9.89127402176255e-06,9.44229001745984e-06,7.08183012648948e-06,8.94068721354396e-06,6.7556694758102e-06,6.05255548867471e-06,7.74719459956472e-06,6.34418193435792e-06,5.6388644712535e-06,8.34863959448366e-06,7.73404704762822e-06,5.32640145227327e-06
"Dorea",3.07584645405714e-05,1.42745296436644e-05,2.24263126160674e-05,1.10716060550011e-05,1.09129621379067e-05,3.54056374659063e-05,4.17956862370179e-05,2.72761192064907e-05,2.6022319627593e-05,1.85149942935339e-05,1.40918257862479e-05,1.70099048977978e-05,2.26082316457475e-05,2.34129714757779e-05,6.69844089473667e-06
"Draconibacterium",6.58609450227993e-05,7.08745112374288e-05,8.96008438043367e-05,0.00479154136768009,6.53340568903583e-05,1.76790566508213e-05,6.72162538724438e-05,0.00480312100154287,1.92124794289269e-05,7.53471477586194e-05,0.00481707622169672,1.72345638514064e-05,0.00478559494956923,6.69480045746889e-05,0.00480297676140996
"Dyadobacter",0.000113865910550806,0.00015666080616689,0.000112595815986454,0.000290031418551163,0.000125032518005717,8.76817885718881e-05,3.00026278958356e-05,0.000253780946013451,4.53735709395159e-05,8.5736466946897e-05,0.000260251554830337,8.49632699033453e-05,0.000256000698911649,4.14806498050339e-05,0.000266209663857635
"Dyella",0.000763847825938727,0.000746497878424599,0.000928044412862014,0.000721269160481833,0.000770766159179538,0.000141895826306258,0.000276762418896114,0.000132380367138336,0.000201335698395986,0.000298092403170546,0.000108303814553406,0.000167853957925576,0.000308108025407397,0.000359114902081212,0.000138780244815139
"Dysgonomonas",7.7366916674167e-05,0.000103244353830476,9.07486993746823e-05,0.000337203423817294,7.91966610816833e-05,6.76952898411273e-05,7.41820564921564e-05,0.000342466106770659,2.16787907476706e-05,9.32814529231308e-05,0.000345448984018433,6.60855856854518e-05,0.000334536702813436,7.61652752989716e-05,0.000344169414782305
"Echinicola",2.38756507781021e-05,2.76145929614404e-05,4.66128541650516e-05,0.000117089172473946,2.5460256126541e-05,2.06238193005349e-05,4.7504296862263e-05,0.000122312033488559,1.59891189660674e-05,4.92182762734909e-05,0.000121819261016329,2.10805638789104e-05,0.00011473939668066,4.85619107785324e-05,0.000122539978591537
"Ectothiorhodospira",3.11857579929513e-05,2.32384534445759e-05,6.97171975466252e-05,2.58093780516723e-05,2.82950180175508e-05,2.48715165943122e-05,6.80533639866063e-05,2.93695435527089e-05,3.12886886344585e-05,7.28063161012858e-05,2.08992803837484e-05,1.56679145130109e-05,6.86691724597821e-05,7.68728975441783e-05,2.69425794650238e-05
"Edwardsiella",8.84344441782206e-05,8.02272779879069e-05,9.14285402953663e-05,9.80685903234685e-05,9.09923162937973e-05,4.66363118024667e-05,6.19023584448618e-05,6.7198265374911e-05,5.97377369439775e-05,5.12309469947331e-05,5.98454248684353e-05,5.182091400773e-05,6.77921765982745e-05,7.35959556638271e-05,7.37591554394306e-05
"Eggerthella",3.72155012511224e-05,3.25163773329039e-05,1.95105714578331e-05,2.25134102869725e-05,2.96105169381169e-05,4.27296673738505e-05,3.01117888916169e-05,3.94238957316434e-05,4.50691234950125e-05,2.91625178110505e-05,3.10565697639622e-05,3.57674336476965e-05,1.77839954872689e-05,2.81365897131906e-05,2.21929372210806e-05
"Ehrlichia",4.02269034048809e-05,4.21926266794555e-05,4.01443368721788e-05,4.2814652925568e-05,4.0719026668574e-05,1.39169853188714e-05,1.3235424705507e-05,1.27078562794608e-05,1.22674827860482e-05,1.22314867021663e-05,8.97535940393157e-06,1.03367436492477e-05,1.0014996868051e-05,8.97334748350056e-06,8.18778283539845e-06
"Eikenella",2.4147734526629e-05,1.87846850266145e-05,1.88409932801196e-05,1.98766296797143e-05,2.11998393691816e-05,1.79490173003976e-05,1.86560306128741e-05,2.03823502336288e-05,1.96865030006011e-05,1.11979335299463e-05,1.27053626431557e-05,1.39101214772123e-05,1.24685306782408e-05,1.58252500395881e-05,1.70458819202997e-05
"Elizabethkingia",0.000113362997705725,0.000230447598120702,0.000122352320113317,0.000191881168481348,0.000114862665016522,0.00022694341658432,8.09935511179244e-05,0.000176993025601739,3.61813518169573e-05,0.000206462532421606,0.000219271577578855,0.000228794459039419,0.000167228814532782,8.28031479693783e-05,0.000178986927100806
"Elusimicrobium",1.07298015880196e-05,9.99823593002448e-06,9.21314676386603e-06,1.02414309939447e-05,9.54201138246516e-06,5.60395938436005e-06,6.25967582106372e-06,5.42061417742179e-06,5.65531602094597e-06,3.67110470291265e-06,1.99369831701155e-06,2.82721236108563e-06,3.73608726513509e-06,3.52444675425953e-06,2.64077949634039e-06
"Empedobacter",7.68353066663218e-05,0.00020500424211543,8.22062573172263e-05,0.000171780452731543,7.81272311525279e-05,0.000222436887096629,6.96069746390397e-05,0.000193146003657763,3.57150809714241e-05,0.000207155742351216,0.000208119219827044,0.000225267271041415,0.000173798197082901,6.99043860354393e-05,0.00019761996329167
