"","average","sd","ratio","ava","avb","cumsum","p"
"Micrococcus",0.00140776228393291,0.00125311748716821,1.12340805897951,0.00284636559533626,6.05133435027646e-05,0.812443389992738,0.001998001998002
"Thiomicrospira",0.00136931180396574,0.00159745435055988,0.857183683205603,0.000151604296971788,0.00281810411380319,0.814000722097925,0.0689310689310689
"Sphingobium",0.00133722779360419,0.000969923789120545,1.37869367532132,0.00309702020751966,0.00078434133484377,0.815521564735005,0.733266733266733
"Mesorhizobium",0.00131814991687276,0.000941852205167386,1.39952946931679,0.0022578564952002,0.00151459331462516,0.817020709910742,0.40959040959041
"Unclassified.genus.in.Candidatus.Levybacteria",0.00130317497145777,0.00275562023321551,0.472915300791322,0.000399549095435969,0.00276985977005793,0.818502823930244,0.985014985014985
"Rhodococcus",0.00128997775040445,0.000915343587728388,1.40928255542358,0.00280712197154654,0.00108040274883045,0.819969928617331,0.948051948051948
"Massilia",0.00128431533794732,0.000918771361786493,1.39786174380756,0.00262366611275106,0.00116715985708006,0.821430593385703,0.584415584415584
"Unclassified.genus.in.Rhizobiales",0.00128367457576048,0.00078766525329268,1.62972096381595,0.00245630776051077,0.00116437897486875,0.822890529408787,0.387612387612388
"Unclassified.genus.in.Candidatus.Collierbacteria",0.00125130729839056,0.00144883095584492,0.863666871102177,6.50069926267132e-06,0.00250911529604379,0.824313653801343,0.987012987012987
"Unclassified.genus.in.Candidatus.Zambryskibacteria",0.00122297279704629,0.00464458489069891,0.26331153931439,2.98740287808992e-05,0.002475469695449,0.825704553080159,0.609390609390609
"Prevotella",0.0012073990712351,0.000908323957097544,1.3292604051678,0.00282335960404263,0.000565888948534635,0.827077740203764,0.0999000999000999
"Unclassified.genus.in.Mycobacteriaceae",0.00119700418324777,0.000795428485444151,1.50485455971493,0.00252115041164448,0.00028046204388372,0.828439105116574,0.000999000999000999
"Anaerococcus",0.00118214729529752,0.00136511879021078,0.865966613143597,0.00237215217223225,1.59565122322041e-05,0.829783573141091,0.000999000999000999
"Unclassified.genus.in.Candidatus.Uhrbacteria",0.00114544580184411,0.00183054813035442,0.6257392432628,5.56056241436271e-05,0.00234644071218647,0.831086300187478,0.994005994005994
"Finegoldia",0.00112136935297506,0.000900829897101011,1.24481809116657,0.00225981301048729,3.06638073985967e-05,0.832361644846089,0.000999000999000999
"Nocardioides",0.00112077071986196,0.000770528733426461,1.45454759990326,0.00236499048529127,0.000808070423716699,0.833636308673232,0.023976023976024
"Pseudonocardia",0.00106867702004789,0.000955384645568163,1.11858299691676,0.00219282573548174,0.000632972276923584,0.834851725810932,0.00699300699300699
"Sideroxydans",0.00105968975198041,0.00120478930819773,0.879564372600234,3.59776889176975e-05,0.00215535719287852,0.836056921638148,0.577422577422577
"Bordetella",0.00104003749624546,0.00093882043217364,1.10781301791384,0.00165109674676531,0.00128452605754861,0.837239766756996,0.253746253746254
"Psychrobacter",0.00103499643283109,0.000817930981020799,1.26538357984605,0.00216442475616723,0.000241233733758712,0.838416878623653,0.000999000999000999
"Lactobacillus",0.00102213194320281,0.000802433670032781,1.27378994847145,0.00242554569324946,0.000438514956355628,0.839579359576695,0.003996003996004
"Stenotrophomonas",0.00101683184874778,0.000584755334555205,1.73890136380069,0.00216197379971402,0.000934403104144118,0.840735812678936,0.919080919080919
"Unclassified.genus.in.Candidatus.Tagabacteria",0.00098842162882585,0.00193438081760436,0.510975718860758,1.78081447741896e-06,0.00197847567092267,0.841859954551936,0.0779220779220779
"Neisseria",0.000985440824819072,0.000623944107642446,1.57937355726065,0.00215317544618733,0.000225911778646309,0.84298070632652,0.000999000999000999
"Unclassified.genus.in.Firmicutes",0.000979946207888744,0.00122993073046598,0.796749104331652,0.0016286072921239,0.00105574479721625,0.844095209017931,0.446553446553447
"Sphingopyxis",0.000974290750070325,0.000736312184611182,1.3232033510145,0.00225598012674496,0.000815475062523688,0.845203279700208,0.849150849150849
"Gordonia",0.000970848072552858,0.000713732281107221,1.36024122524873,0.00214804118190804,0.000579761350509678,0.846307434990674,0.003996003996004
"Achromobacter",0.00094410768491981,0.000682425626345476,1.38345872205253,0.00158268642315707,0.00108139279872042,0.847381178168978,0.222777222777223
"Amycolatopsis",0.000932932321110948,0.000833890852735951,1.11877030195264,0.00184492153120761,0.000729696054295944,0.848442211493473,0.016983016983017
"Unclassified.genus.in.Candidatus.Magasanikbacteria",0.00092170678492653,0.00130747274677276,0.704952961506527,5.62131672878056e-05,0.0018994269907196,0.849490477902612,0.995004995004995
"Sorangium",0.000885430188920431,0.00117761048763518,0.751887146231608,0.000863344768817726,0.0013318681283984,0.850497486573766,0.124875124875125
"Nostoc",0.000878843157147684,0.0011086958109546,0.792681949786563,0.00189183838434108,0.000265640666473835,0.851497003747346,0.026973026973027
"Rhodopseudomonas",0.000876463167990684,0.000600536902047306,1.45946596287874,0.00167877025136335,0.000812606488814645,0.852493814135289,0.198801198801199
"Atopobium",0.000875230383033562,0.00113791236406813,0.769154471531134,0.00176466495396456,0.000102530128018213,0.853489222464484,0.00899100899100899
"Deinococcus",0.000866579323680071,0.000554068246393904,1.56402993551808,0.00194614169440734,0.000488490469313312,0.854474791856751,0.0559440559440559
"Unclassified.genus.in.Caldiserica",0.00084842908501174,0.00123693023111637,0.685915069151481,1.30153165865663e-05,0.00170519108596764,0.855439718799786,0.0879120879120879
"Bosea",0.000846513901453826,0.000571658826125923,1.48080264445591,0.001839317657468,0.000559818313174503,0.856402467585273,0.042957042957043
"Geobacter",0.000842161325647543,0.00129572420013988,0.6499541534816,0.000774719449278242,0.0017211769145703,0.85736026614246,0.998001998001998
"Enterococcus",0.00083495913590621,0.000704461197653831,1.18524503363279,0.0017681599895201,0.000215310685486651,0.85830987357672,0.033966033966034
"Unclassified.genus.in.Clostridia",0.000798264296110944,0.00104077358034518,0.766991314139808,0.00161243901096449,5.21372876375655e-05,0.859217747600122,0.00699300699300699
"Nocardia",0.000782621386936387,0.000579349918243849,1.35086130556245,0.00152262653417972,0.000659654792171909,0.860107830785377,0.026973026973027
"Desulfotomaculum",0.000761171532881626,0.000983928715887083,0.773604348151761,0.00154905861982165,3.70989429979027e-05,0.860973518835592,0.014985014985015
"Methylorubrum",0.000754327304851956,0.0005212558244386,1.44713453449537,0.00167110135008515,0.00033750053877711,0.861831422876339,0.174825174825175
"Azospirillum",0.000734696546799067,0.000566081563344192,1.29786340763116,0.00125982216252952,0.000877510370717648,0.862667000658248,0.321678321678322
"Delftia",0.000723484508784597,0.000482762629347783,1.49863403835138,0.00157454776555793,0.000194881981115803,0.863489826876406,0.108891108891109
"Rothia",0.00070220791794969,0.000635764018706002,1.10451031717543,0.00142591110689993,3.75194387423468e-05,0.864288455013527,0.001998001998002
"Unclassified.genus.in.Comamonadaceae",0.000692842574478626,0.000348201648214305,1.98977396583777,0.00159633824176959,0.000646065992753424,0.865076431851199,0.902097902097902
"Hyphomicrobium",0.000685209682899116,0.000485139313286805,1.41239776726574,0.00146658459858849,0.000220512776791665,0.865855727724406,0.001998001998002
"Hydrogenophaga",0.000678205541057249,0.000357842033028419,1.89526516859295,0.00161001133043018,0.000422266759673739,0.866627057716556,0.612387612387612
"Flexibacter",0.00067673696576173,0.00101274493474996,0.668220538598705,1.0193191080182e-05,0.00136201912448815,0.867396717483232,0.103896103896104
"Methanolobus",0.000666266254913948,0.000445977874412924,1.49394463972233,0.00134245315215639,9.9206423284901e-06,0.868154468805009,0.024975024975025
"Meiothermus",0.000665645769963484,0.000912681978434875,0.729329367393641,0.00132858727379852,3.9834182523011e-05,0.868911514443003,0.016983016983017
"Unclassified.genus.in.Clostridiales",0.000660809424682036,0.00024845283407484,2.65969767317278,0.00151315574417538,0.000191536894811307,0.869663059656801,0.210789210789211
"Unclassified.genus.in.Bacteroidetes",0.000657778020287207,0.00104320482040184,0.630535832871088,0.00106521225494013,0.00175706549054747,0.870411157223851,0.859140859140859
"Unclassified.genus.in.Hydrogenophilales",0.000656133421581256,0.000821202020563097,0.798991484618299,9.0979175345601e-05,0.00135302970601767,0.871157384372229,0.0769230769230769
"Novosphingobium",0.000653518782058509,0.000392792227220561,1.66377727655885,0.00160765409281659,0.000602163654976154,0.871900637864746,0.292707292707293
"Phenylobacterium",0.000648379778001333,0.000467890228160043,1.38575191140678,0.00137489468957491,0.000324904340257668,0.872638046716193,0.205794205794206
"Gallionella",0.0006457964653069,0.0006237559758189,1.03533511556192,4.81243115216422e-05,0.00133757179253751,0.873372517540096,0.777222777222777
"Unclassified.genus.in.Candidatus.Beckwithbacteria",0.000645626233584826,0.00100248952867776,0.644022920056211,1.09588583225782e-06,0.00129234835300191,0.874106794757747,0.842157842157842
"Unclassified.genus.in.Burkholderiaceae",0.000638990627779566,0.00074803857489692,0.854221492344321,0.000727087993450723,0.00098145965017567,0.874833525234087,0.783216783216783
"Luteitalea",0.000618901865056694,0.00129040809643252,0.479617158918734,0.000121337618831425,0.00118065269314797,0.875537408558266,0.0979020979020979
"Unclassified.genus.in.Candidatus.Komeilibacteria",0.000613053144605055,0.00152270365772023,0.402608308909502,1.10151054543754e-05,0.00123670396456129,0.876234640073772,0.208791208791209
"Heliobacterium",0.000606454300990322,0.00083568744496661,0.725695120398217,0.00121819236658827,1.58512938228852e-05,0.876924366657977,0.010989010989011
"Pseudoalteromonas",0.000601306535370164,0.000432543665452655,1.39016377627655,0.00138309226017888,0.000233467320459971,0.877608238636498,0.000999000999000999
"Pantoea",0.000588947820718988,0.000475628525231434,1.23825168062074,0.00134960050895894,0.000269898988677802,0.87827805492438,0.000999000999000999
"Gemella",0.000588166644331932,0.000407956589297574,1.44173831177637,0.001196870740054,2.26195835464091e-05,0.87894698277249,0.032967032967033
"Paenibacillus",0.000584511323831501,0.000256392933548594,2.27974818081606,0.00153248414605067,0.000541178912580198,0.879611753387782,0.913086913086913
"Lysobacter",0.000584435913906312,0.000445767358254591,1.31107830818901,0.000906338368349153,0.000690747617071732,0.880276438238605,0.438561438561439
"Kocuria",0.000580965214119359,0.000398356334418854,1.45840586410382,0.00128483392137405,0.000266169977470534,0.880937175827608,0.326673326673327
"Frankia",0.00057812863438142,0.000428761691222685,1.34836821063186,0.00100041796121493,0.000579413902744945,0.881594687345907,0.0839160839160839
"Actinomyces",0.000577179507273312,0.000418643311697395,1.37869038187456,0.0013191678423148,0.000351694217679788,0.882251119412387,0.001998001998002
"Anaeromyxobacter",0.000576422331227762,0.000809958013711039,0.71166939701816,0.000511172285248274,0.000902414943878793,0.882906690334924,0.36963036963037
"Calothrix",0.000567815772018991,0.000673970977366251,0.842492913030032,0.00122196112870173,0.000185096018710825,0.883552472930996,0.020979020979021
"Streptosporangium",0.00052840673523744,0.000569781189625906,0.927385362764202,0.0010394130734009,0.000222199681771983,0.884153435232642,0.00999000999000999
"Sinorhizobium",0.000527721583692096,0.000442543196699334,1.1924747406085,0.000959633473716176,0.000545259335846592,0.884753618304535,0.34965034965035
"Unclassified.genus.in.Candidatus.Rokubacteria",0.000526893256350532,0.000828691091322433,0.635813829625839,0.000380482855751541,0.000882316608938973,0.8853528593114,0.997002997002997
"Comamonas",0.000524930117013343,0.000418198973966781,1.25521617624782,0.00117047064221643,0.000339988218305284,0.885949867620126,0.571428571428571
"Unclassified.genus.in.Candidatus.Nomurabacteria",0.000521879009165463,0.000639008271062717,0.816701493233477,6.51796096730572e-05,0.00110893762800398,0.886543405873169,1
"Agrobacterium",0.000513515963687629,0.000374984424548183,1.36943278192518,0.00117443275961856,0.000261315103762188,0.887127432750364,0.144855144855145
"Halomonas",0.000498302345070983,0.000326607495912395,1.52569169816189,0.00110383964307145,0.000542216422705212,0.887694157025888,0.48951048951049
"Bdellovibrio",0.0004965977307445,0.000725858573360061,0.684152187451209,8.35340165956277e-05,0.00106463845134419,0.888258942626371,0.0589410589410589
"Methanothermobacter",0.00049386110145321,0.000692746030856847,0.71290354539074,0.000993224495871539,5.53622853688745e-06,0.8888206158308,0.026973026973027
"Rhodoplanes",0.000489571657458485,0.000808187641139592,0.605764840412754,0.000293415673542628,0.000804121663296188,0.889377410607375,0.37962037962038
"Myxococcus",0.000476650320739602,0.000623884959049964,0.764003545566209,0.000493281154661443,0.000727661856104708,0.889919509817566,0.216783216783217
"Haemophilus",0.000471400986211525,0.000367758416499701,1.28182242760964,0.000983538677099064,5.41775744455275e-05,0.890455638906731,0.037962037962038
"Neorhizobium",0.000468060851252414,0.000344610152758862,1.35823291190128,0.00103494562913197,0.000293961995346974,0.890987969226769,0.234765234765235
"Pedobacter",0.00046722151842481,0.00039002519121772,1.19792651589009,0.00103697031485111,0.000234245746679742,0.891519344965129,0.0809190809190809
"Friedmanniella",0.000465577621284079,0.000428120308435501,1.08749249243854,0.000965062595368272,0.00022731602304493,0.892048851082714,0.00599400599400599
"Unclassified.genus.in.Verrucomicrobia",0.00046101636231873,0.000403432609881878,1.14273450144179,7.82461479666633e-05,0.000992666052838794,0.892573169634542,0.0769230769230769
"Methanothrix",0.000448222898410157,0.000273796488471666,1.63706591312453,0.000927576225666867,3.1130428846552e-05,0.893082938051021,0.625374625374625
"Gemmata",0.000442887232007363,0.000832232437495079,0.532167711871939,0.000189564873531997,0.000795741444923278,0.893586638160364,0.467532467532468
"Unclassified.genus.in.Oceanospirillales",0.000437774196895505,0.0004339872887978,1.0087258502621,0.000814973511497605,0.000152061344399252,0.89408452316338,0.01998001998002
"Pandoraea",0.000437428459413278,0.000348046526605245,1.25681029970286,0.000735287654273489,0.000608237025575255,0.894582014955676,0.37962037962038
"Unclassified.genus.in.Actinobacteria",0.000433217988428158,0.000340055337312699,1.27396320802279,0.000750215728763262,0.000466741905412608,0.895074718136916,0.147852147852148
"Serratia",0.000431770916328548,0.000242220612113206,1.78255232930694,0.00113254402125154,0.000394629573339267,0.895565775548484,0.211788211788212
"Veillonella",0.000427772750312752,0.000353913391367594,1.20869331521972,0.000869376635325957,1.69708147505484e-05,0.896052285805576,0.000999000999000999
"Azoarcus",0.00042352645776748,0.000652702169931144,0.64888164507276,0.000391169475716005,0.000801527010288347,0.896533966711391,0.971028971028971
"Sulfuritortus",0.000422412164090683,0.000534288980057797,0.790606169801571,0.000854674570807313,0.000119065029453898,0.897014380319785,0.031968031968032
"Herbaspirillum",0.000421867683596638,0.000325568103349284,1.2957893579152,0.0009191286187586,0.000413075616453197,0.897494174685029,0.672327672327672
"Unclassified.genus.in.Sphingomonadales",0.000415766838179505,0.000318365358463225,1.30594245613419,0.00105409517629417,0.000513682193885185,0.897967030497339,0.714285714285714
"Alicycliphilus",0.000414474063757639,0.000315012881416132,1.31573687366174,0.000889270136474468,0.00029810868764954,0.898438416024278,0.751248751248751
"Chloracidobacterium",0.00041313081411736,0.000380231490339392,1.08652445842558,0.000667636109400804,0.000537889511460128,0.898908273859874,0.271728271728272
